Name,Height,Weight,Position,OVR,Preferred foot,Weak foot,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Free Kick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Def Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Daley Sinkgraven,179,70,"['Mediocampista', 'Defensor']",72,Left,3,71,58,67,72,65,74,74,65,74,75,79,69,79,66,78,63,70,72,50,59,73,70,70,72,56,68,67,69,66,10,13,11,14.0,15.0
Philana Tinotenda Kadewere,183,72,"['Delantero', 'Mediocampista']",72,Right,3,64,72,69,70,66,71,67,57,60,73,73,74,78,71,66,76,78,63,71,68,59,30,71,68,73,73,34,39,35,12,9,14,8.0,15.0
Barrie McKay,172,73,"['Delantero', 'Mediocampista']",72,Right,4,72,60,37,72,47,73,63,68,66,75,83,78,87,61,83,60,47,57,31,66,38,49,71,75,50,70,33,36,39,10,9,13,14.0,12.0
Ismaël Landry Doukouré,183,80,"['Defensor', 'Mediocampista']",72,Right,3,45,33,69,73,38,65,45,22,68,69,63,71,56,71,63,59,75,69,75,45,62,73,56,59,37,62,72,76,73,9,14,14,11.0,12.0
Leonel Di Plácido,176,72,"['Mediocampista', 'Defensor']",72,Right,2,70,57,48,65,55,76,59,49,63,72,87,85,79,61,75,69,71,80,66,63,71,65,59,57,53,58,62,70,72,10,16,10,11.0,7.0
Jhojan Esmaides Julio Palacios,168,68,"['Delantero', 'Mediocampista']",72,Right,3,55,65,56,70,59,75,61,66,63,72,82,81,83,73,71,70,74,82,65,58,57,68,71,67,65,63,54,64,56,5,11,6,6.0,7.0
Fabiano Elton Sonta Pessoa,181,82,"['Mediocampista', 'Defensor']",72,Right,3,39,33,72,69,46,46,33,49,65,50,43,48,69,73,63,54,73,51,78,43,78,77,37,51,44,75,76,73,65,7,11,12,8.0,9.0
Lucas Pires Silva,182,77,"['Mediocampista', 'Delantero', 'Defensor']",72,Left,3,70,41,61,71,35,61,70,65,60,68,77,76,71,70,64,68,74,74,64,51,60,68,52,48,44,55,66,69,68,6,11,12,9.0,15.0
Gaëtan Weissbeck,177,70,"['Delantero', 'Mediocampista']",72,Right,2,66,68,47,75,58,76,77,78,70,76,64,68,79,65,75,77,62,79,69,74,53,29,66,70,67,68,38,63,50,14,7,9,15.0,7.0
Jürgen Locadia,193,87,"['Delantero', 'Mediocampista']",72,Right,4,56,70,63,68,73,69,65,74,61,75,72,73,66,72,62,79,80,67,80,66,66,37,72,69,69,66,29,34,31,10,7,8,13.0,10.0
Damir Kreilach,186,78,"['Delantero', 'Mediocampista']",72,Right,3,56,73,80,76,70,72,70,74,74,74,47,37,63,79,62,76,90,71,85,74,74,59,72,71,64,73,65,63,55,14,8,8,9.0,13.0
Ailton Jonas Valpaços Salazar,186,79,"['Mediocampista', 'Defensor']",72,Right,3,47,42,72,73,50,60,60,48,67,66,69,60,68,64,56,79,80,75,75,76,80,65,55,50,50,72,70,75,77,8,13,9,9.0,10.0
Timothy Evans Fosu-Mensah,185,85,"['Mediocampista', 'Defensor']",72,Right,3,63,57,72,72,55,63,60,35,63,67,68,78,67,71,62,69,82,68,79,60,78,73,59,61,48,67,73,74,73,11,8,8,7.0,11.0
Aymen Barkok,189,82,"['Delantero', 'Mediocampista']",72,Right,3,63,67,60,71,57,80,65,60,67,77,72,69,76,68,67,77,73,67,68,69,60,53,68,67,56,64,47,57,59,7,12,13,8.0,13.0
Cristo Ramón González Pérez,178,69,"['Delantero', 'Mediocampista']",72,Right,5,54,72,59,72,61,78,70,51,64,79,84,81,85,67,73,78,76,72,65,66,61,29,71,67,68,73,34,39,26,11,9,13,9.0,13.0
Bartosz Bereszyński,182,77,"['Mediocampista', 'Defensor']",72,Right,3,70,50,58,68,56,68,63,50,59,70,76,81,70,66,72,64,74,83,70,62,71,67,59,58,50,69,66,69,70,9,8,16,7.0,15.0
Isaac Mbenza,188,77,"['Delantero', 'Mediocampista']",72,Right,4,71,69,62,69,65,73,72,69,70,69,80,86,78,65,57,77,79,67,72,68,47,36,71,68,60,66,43,30,25,9,6,13,6.0,16.0
Benjamin Mendy,185,85,"['Mediocampista', 'Defensor']",72,Left,3,80,38,64,77,37,74,78,42,67,77,66,73,65,67,63,76,76,38,77,62,74,71,72,74,48,73,69,75,76,7,7,9,15.0,9.0
Andreas Rædergård Schjelderup,176,68,"['Delantero', 'Mediocampista']",72,Right,3,61,69,39,68,56,77,66,65,56,74,83,73,83,69,86,66,57,66,50,61,47,35,69,70,69,71,35,35,35,13,10,10,15.0,11.0
Branimir Hrgota,185,76,"['Delantero', 'Mediocampista']",72,Left,4,59,75,52,70,72,77,75,63,53,75,77,67,76,71,67,75,70,71,67,73,45,17,73,70,73,66,22,28,17,7,7,11,9.0,14.0
César Nicolás Fuentes González,173,70,"['Defensor', 'Mediocampista']",72,Right,3,57,54,69,72,37,59,48,54,68,70,65,61,71,69,77,71,74,89,72,65,79,71,54,56,59,61,71,72,66,11,6,13,9.0,8.0
Kieran Dowell,185,70,"['Delantero', 'Mediocampista']",72,Left,3,66,68,53,75,65,74,76,75,70,75,62,67,69,70,69,80,57,63,53,73,45,33,73,74,64,73,45,37,30,8,13,7,14.0,8.0
Nathan Paul Broadhead,178,73,"['Delantero', 'Mediocampista']",72,Right,4,68,73,65,67,63,74,68,65,58,73,81,79,75,68,74,72,77,68,65,68,65,32,71,68,64,65,39,28,30,9,8,7,7.0,8.0
Mohamed Amine Elyounoussi,178,70,"['Delantero', 'Mediocampista']",72,Right,4,69,73,65,71,67,76,70,62,64,75,70,74,74,72,76,71,71,83,65,65,74,52,71,72,64,69,60,65,58,12,7,8,7.0,13.0
Diego Martín Zabala Morales,172,64,"['Delantero', 'Mediocampista']",72,Right,4,74,72,59,75,65,75,66,65,72,74,69,69,75,63,73,74,69,66,67,74,25,30,70,75,62,65,39,37,38,11,15,8,11.0,14.0
Gregoire Defrel,179,79,"['Delantero', 'Mediocampista']",72,Left,3,62,73,61,68,74,77,72,67,60,78,82,74,78,70,72,75,76,34,62,71,53,37,73,72,68,73,45,15,18,14,15,11,12.0,7.0
Jean Evrard Kouassi,174,67,"['Delantero', 'Mediocampista']",72,Right,4,61,70,70,62,63,78,67,49,42,72,90,88,88,75,79,75,86,71,73,62,53,26,68,65,66,71,29,26,21,13,12,14,14.0,9.0
Mouhamadou Diarra,179,74,"['Delantero', 'Mediocampista']",72,Right,2,56,58,58,76,44,73,60,52,70,74,72,67,72,68,68,77,72,75,70,64,68,70,68,73,56,71,66,72,68,8,12,7,7.0,8.0
Gérson Fábio Noalha Rochela,178,76,"['Delantero', 'Mediocampista']",72,Left,3,53,75,64,56,77,76,83,71,56,76,66,85,76,67,66,86,71,74,69,69,55,25,67,56,76,71,33,25,22,14,16,16,11.0,16.0
Fran Tudor,173,68,"['Defensor', 'Mediocampista']",72,Right,3,71,60,63,64,51,70,68,60,63,72,91,86,81,67,84,63,81,88,67,57,75,66,63,65,64,70,69,67,65,11,6,14,5.0,10.0
長谷 部誠 Makoto Hasebe,180,72,"['Mediocampista', 'Defensor']",72,Right,3,65,45,64,77,56,63,60,56,78,75,46,54,64,79,70,55,62,51,62,52,63,81,60,68,61,84,82,73,65,10,12,10,15.0,9.0
Marvin Olawale Akinlabi Park,178,63,"['Defensor', 'Mediocampista']",72,Right,4,71,68,42,69,40,74,62,42,65,73,87,89,78,61,70,56,68,75,69,59,70,64,58,64,59,57,59,63,61,13,6,13,12.0,15.0
Saviour Amunde Godwin,170,63,"['Delantero', 'Mediocampista']",72,Right,4,63,70,56,61,53,77,46,45,52,71,91,92,85,67,81,71,74,82,57,66,59,33,71,64,58,72,44,37,33,11,9,12,10.0,11.0
Facundo Artaduaga,181,73,"['Delantero', 'Mediocampista']",72,Left,3,69,69,51,66,65,75,64,65,59,74,78,82,76,67,72,74,71,73,70,71,65,51,68,66,61,70,57,53,50,9,13,7,7.0,12.0
Vicemte Ernesto Tófoli Laranjeiras,172,67,"['Delantero', 'Mediocampista']",72,Left,2,58,77,53,69,69,77,64,68,59,77,81,78,62,66,84,68,58,62,41,62,44,38,74,61,73,67,31,36,32,12,10,8,16.0,11.0
Alessandro Zanoli,188,76,"['Mediocampista', 'Defensor']",72,Right,3,69,38,60,67,37,70,60,38,66,71,72,76,69,70,53,45,76,76,74,33,63,69,62,55,47,63,67,74,70,14,7,13,10.0,11.0
Szymon Piotr Żurkowski,185,79,"['Delantero', 'Mediocampista']",72,Right,3,70,71,65,74,62,73,68,58,67,74,72,80,76,71,80,78,78,85,75,74,75,68,75,71,52,78,67,67,66,10,6,11,13.0,6.0
Gyrano Kerk,183,90,"['Delantero', 'Mediocampista']",72,Right,2,66,72,60,65,67,73,67,53,52,69,84,90,76,70,76,76,83,64,78,66,63,32,74,66,59,68,38,29,23,12,15,12,15.0,14.0
Santiago Mariano Rodríguez Molina,172,62,"['Delantero', 'Mediocampista']",72,Right,3,66,70,36,72,51,74,57,53,64,73,81,73,87,70,69,62,53,76,45,61,41,42,71,72,56,70,34,42,31,11,8,6,10.0,12.0
Bandar Mohammed Mohammed Saeed Mahdi Al Ahbabi,170,60,"['Mediocampista', 'Defensor']",72,Right,2,74,54,56,69,55,70,75,68,70,71,85,81,77,66,84,59,62,77,43,51,48,67,67,70,43,68,65,65,66,13,10,14,14.0,14.0
Loïc Négo,181,71,"['Mediocampista', 'Defensor']",72,Right,3,78,70,54,70,68,71,81,43,69,70,78,82,70,74,72,69,70,68,65,61,67,68,68,59,54,73,65,68,66,12,12,8,11.0,16.0
José Ángel Pozo la Rosa,171,67,"['Delantero', 'Mediocampista']",72,Right,4,65,74,57,73,69,73,65,64,72,74,76,70,79,67,82,68,69,69,59,73,42,56,72,69,66,72,61,68,55,8,7,8,8.0,7.0
송민규 Min-Kyu Song,179,72,"['Delantero', 'Mediocampista']",72,Right,4,61,71,72,63,65,70,63,59,55,72,85,77,78,70,83,71,90,75,77,64,65,31,73,59,64,60,26,35,36,11,12,11,9.0,8.0
Morgan Whittaker,183,69,"['Delantero', 'Mediocampista']",72,Left,2,65,75,51,68,59,74,72,65,56,71,76,80,74,69,68,74,68,72,63,72,41,39,72,67,59,65,36,38,27,13,15,14,6.0,5.0
José Alfredo Quinteros Ordóñez,178,77,"['Mediocampista', 'Defensor']",72,Right,3,71,61,59,73,25,69,62,40,65,67,82,84,79,67,70,66,78,71,71,54,77,68,70,60,55,59,68,68,66,10,6,8,8.0,14.0
Sorba Thomas,185,75,"['Defensor', 'Delantero', 'Mediocampista']",72,Right,2,75,58,43,64,55,72,75,69,61,70,86,88,79,65,76,75,66,85,61,47,74,45,64,65,50,55,51,54,44,14,7,11,7.0,6.0
Isaiah Jones,176,71,"['Defensor', 'Mediocampista']",72,Right,4,72,56,49,69,48,75,50,41,59,72,84,86,77,70,77,59,66,79,56,50,45,60,61,64,54,61,66,69,63,13,12,8,8.0,10.0
Tadeo Allende,185,73,"['Delantero', 'Mediocampista']",72,Right,4,64,69,70,68,67,71,53,55,65,73,77,83,65,65,55,85,82,80,75,79,58,27,71,68,60,53,29,37,35,8,5,13,12.0,11.0
Archie Gray,187,70,"['Defensor', 'Mediocampista']",72,Right,4,67,59,65,75,55,74,60,55,73,74,74,77,72,72,72,62,75,75,70,60,71,70,68,70,57,75,70,70,70,15,12,13,6.0,5.0
Cesar Despredal,181,74,"['Delantero', 'Mediocampista']",72,Right,4,74,61,51,72,55,77,83,75,61,71,70,67,72,63,70,57,65,62,67,62,45,45,76,77,71,66,41,21,22,8,14,9,9.0,12.0
Kauã Ricardo Abranches Simões,177,70,"['Defensor', 'Mediocampista']",72,Right,4,72,64,43,70,58,72,49,60,58,73,87,81,79,81,75,63,64,77,59,66,49,66,77,71,53,68,34,58,57,8,10,12,20.0,19.0
Manprit Sarkaria,180,70,"['Delantero', 'Mediocampista']",72,Left,3,70,72,61,71,67,74,74,69,69,73,78,81,84,67,72,74,79,79,73,73,54,37,72,74,70,71,30,33,33,13,12,12,8.0,7.0
Nicolás Adrián Oroz,171,71,"['Delantero', 'Mediocampista']",72,Left,4,68,63,50,78,51,74,74,70,69,75,74,72,79,70,80,72,68,69,69,60,63,69,69,76,53,70,65,70,67,7,16,9,14.0,15.0
Hugo Adryan Rubiães Chaves,175,75,"['Defensor', 'Mediocampista']",72,Right,3,48,55,61,71,60,67,70,54,66,71,72,62,76,72,74,74,72,67,66,64,67,76,58,54,53,62,78,74,76,9,15,18,8.0,8.0
Karlan Ahearne-Grant,182,70,"['Delantero', 'Mediocampista']",72,Right,3,66,71,62,66,63,72,63,63,43,71,85,87,73,70,63,74,81,76,71,70,35,29,72,67,75,63,40,23,24,11,10,13,15.0,14.0
Gustavo Rafael Lobateiro Gomes,180,76,"['Delantero', 'Mediocampista']",72,Left,5,67,67,60,77,55,74,50,44,61,68,76,77,77,72,65,63,75,54,70,65,44,35,77,69,56,69,28,28,29,8,9,8,12.0,15.0
Stefan Ristovski,183,72,"['Mediocampista', 'Defensor']",72,Right,3,65,57,64,68,55,66,67,43,67,68,73,86,61,67,76,68,79,77,77,66,82,68,63,65,47,73,67,73,70,6,12,6,9.0,8.0
Sven Michel,177,78,"['Delantero', 'Mediocampista']",72,Left,3,67,74,54,72,74,74,72,59,54,74,77,68,76,74,75,78,73,77,71,69,68,32,74,64,63,67,34,31,22,11,11,11,7.0,11.0
Denis Cheryshev,179,74,"['Delantero', 'Mediocampista']",72,Left,3,78,68,58,69,69,71,75,61,67,73,70,74,72,70,70,78,68,60,65,78,62,63,75,74,64,70,45,59,55,16,7,14,7.0,8.0
Carlos Jonas Alcaraz,176,70,"['Delantero', 'Mediocampista']",72,Right,3,59,72,65,73,55,82,70,72,68,75,87,77,84,71,81,75,78,73,61,69,78,52,72,64,66,69,45,49,45,12,9,14,6.0,7.0
Keane Lewis-Potter,170,67,"['Delantero', 'Defensor']",72,Right,4,70,68,64,65,57,76,67,61,54,73,82,74,84,67,82,68,75,73,59,67,65,39,72,69,58,64,40,44,39,9,12,9,14.0,13.0
Kenny McLean,183,70,"['Defensor', 'Mediocampista']",72,Left,4,55,66,64,73,56,70,68,70,71,76,74,61,71,73,61,78,74,82,68,68,72,68,64,68,75,70,67,67,62,8,14,15,14.0,9.0
Santiago Simón,181,74,"['Mediocampista', 'Defensor']",72,Right,2,66,60,55,72,54,72,68,57,71,74,78,73,74,71,73,64,73,80,70,65,66,62,71,74,57,72,63,72,71,13,15,8,6.0,11.0
Roberto López Alcaide,180,70,"['Delantero', 'Mediocampista']",72,Left,2,70,74,24,77,48,74,70,75,75,76,55,57,68,66,74,76,48,64,65,78,35,57,68,72,71,72,40,58,45,13,11,10,13.0,7.0
Joris Kayembe Ditu,180,73,"['Mediocampista', 'Defensor']",72,Left,4,73,58,62,68,55,74,62,44,66,74,76,82,71,70,68,66,76,80,69,63,68,66,67,72,41,71,63,68,66,9,8,11,16.0,14.0
Anderson Daniel Plata Guillén,172,71,"['Delantero', 'Mediocampista']",72,Right,3,71,65,66,61,59,78,65,55,62,73,85,84,80,67,80,69,80,73,70,65,68,44,70,65,58,69,45,33,35,7,15,13,14.0,15.0
Leonardo Felipe Valencia Rossel,169,72,"['Delantero', 'Mediocampista']",72,Right,3,64,69,24,70,52,72,67,73,74,76,66,64,75,63,78,72,53,55,68,77,40,34,69,75,60,65,34,21,28,10,7,8,8.0,6.0
Luca Zanimacchia,178,70,"['Defensor', 'Mediocampista']",72,Right,2,70,68,47,70,62,72,68,70,64,73,66,76,60,68,52,75,54,74,52,68,39,47,67,75,67,53,51,53,51,10,12,10,14.0,7.0
Eric Anders Smith,192,86,"['Mediocampista', 'Defensor']",72,Right,3,43,50,62,74,43,63,53,63,76,68,65,80,65,75,56,74,77,74,81,61,74,77,66,66,41,70,76,67,60,12,12,13,7.0,11.0
Max-Alain Gradel,175,70,"['Delantero', 'Mediocampista']",72,Right,4,69,70,65,71,67,76,74,72,66,73,71,70,74,70,75,74,62,62,57,77,59,51,74,75,74,79,31,40,35,11,12,8,10.0,12.0
Diego Iván Rubio Kostner,180,77,"['Delantero', 'Mediocampista']",72,Right,4,52,72,74,68,70,69,75,74,65,72,67,68,74,71,73,76,77,74,69,68,72,23,73,66,74,70,44,59,49,7,12,11,15.0,9.0
Dilane Bakwa,179,77,"['Delantero', 'Mediocampista']",72,Left,2,67,67,44,70,57,75,70,47,58,74,81,90,84,66,71,68,67,74,69,63,30,35,65,67,59,71,27,26,28,7,12,15,6.0,5.0
Raúl Torrente Navarro,193,79,"['Mediocampista', 'Defensor']",72,Left,3,35,21,75,72,32,40,29,21,59,62,56,60,39,66,41,54,77,56,74,31,71,70,27,52,39,52,71,75,72,10,12,14,10.0,6.0
Julian Gressel,185,84,"['Defensor', 'Mediocampista']",72,Right,4,76,60,57,68,60,72,80,66,70,70,68,70,65,70,62,69,79,85,75,64,71,66,72,72,62,70,60,67,62,10,6,7,13.0,10.0
Carlos Manuel Cardoso Mané,173,63,"['Delantero', 'Mediocampista']",72,Right,2,62,63,64,66,72,78,81,47,60,71,90,90,91,65,82,77,65,67,37,66,57,49,66,66,65,71,38,34,33,16,14,10,9.0,11.0
Thody Élie Youan,183,70,"['Delantero', 'Mediocampista']",72,Right,3,62,70,57,64,63,76,68,40,55,71,88,85,87,70,81,70,76,69,63,64,49,30,66,71,58,64,28,50,45,15,10,14,14.0,6.0
Ousmane Doumbia,175,70,"['Defensor', 'Mediocampista']",72,Right,3,65,57,61,70,41,71,49,42,67,68,71,73,74,73,79,64,76,88,75,56,75,67,65,67,51,74,69,73,71,12,14,13,11.0,12.0
Rafik Guitane,170,64,"['Delantero', 'Mediocampista']",72,Left,3,64,67,39,67,48,80,67,52,63,76,75,77,85,65,92,67,54,62,51,57,47,26,73,75,53,68,28,34,33,7,10,9,14.0,13.0
Fodé Ballo Touré,182,70,"['Mediocampista', 'Defensor']",72,Left,2,70,49,58,72,39,73,68,49,64,72,86,81,70,65,69,56,78,71,70,52,74,65,64,64,53,63,66,71,66,14,14,7,11.0,8.0
Aboubakary Yeli Koita,175,69,"['Defensor', 'Delantero', 'Mediocampista']",72,Right,4,71,72,32,70,74,78,74,76,63,71,86,80,87,68,76,88,65,71,68,83,62,62,66,65,74,69,60,60,57,14,8,8,14.0,6.0
Santiago Gabriel Montiel,166,60,"['Defensor', 'Mediocampista']",72,Left,3,71,60,47,68,47,71,69,67,70,71,83,84,88,66,89,67,74,75,59,64,67,65,71,71,66,69,61,72,69,10,10,10,11.0,7.0
Езѓан Алиоски Ezgjan Alioski,172,63,"['Mediocampista', 'Defensor']",72,Left,2,76,68,65,71,70,73,73,66,70,73,75,73,76,72,77,77,74,75,66,73,83,65,70,66,72,62,66,69,67,16,12,9,9.0,14.0
Anthony Rubén Lozano Colón,185,74,"['Delantero', 'Mediocampista']",72,Right,3,63,69,71,66,64,70,57,56,58,68,73,76,69,71,59,75,84,61,78,72,67,18,75,75,68,71,33,40,35,6,6,11,13.0,8.0
Alam Cristian Boas Anjos,180,75,"['Defensor', 'Mediocampista']",72,Right,3,43,41,58,75,37,60,48,47,69,70,65,55,71,68,85,23,70,77,72,42,85,69,55,58,49,65,67,73,70,9,10,12,12.0,11.0
Cláudio Falcão Santos,187,79,"['Defensor', 'Mediocampista']",72,Right,3,60,63,75,67,58,68,56,53,69,68,67,66,69,66,67,75,78,91,70,68,77,72,69,66,73,70,70,78,65,6,12,10,8.0,11.0
Ercan Kara,192,88,"['Delantero', 'Mediocampista']",72,Right,3,32,73,76,60,69,61,63,62,38,66,69,79,61,70,34,80,91,84,92,73,72,17,71,56,69,70,22,27,21,8,9,15,11.0,9.0
Matěj Jurásek,181,73,"['Delantero', 'Mediocampista']",72,Left,2,69,69,51,66,65,75,64,65,59,74,78,82,76,67,72,74,71,73,70,71,65,51,68,66,61,70,57,53,50,9,13,7,7.0,12.0
Beñat Prados Díaz,180,72,"['Defensor', 'Mediocampista']",72,Right,3,65,61,65,75,52,68,60,49,71,75,70,65,77,76,80,70,71,76,65,62,75,74,64,72,47,78,73,75,68,15,8,13,9.0,8.0
Salvador José Milhazes Agra,166,69,"['Defensor', 'Mediocampista']",72,Right,4,68,65,32,70,63,72,70,70,66,69,87,88,90,64,88,73,63,73,63,70,75,63,68,72,67,65,62,59,55,10,9,8,10.0,10.0
Zito André Sebastião Luvumbo,171,65,"['Delantero', 'Mediocampista']",72,Left,3,69,68,52,67,57,80,70,45,55,73,92,84,93,73,90,73,73,70,61,60,69,46,70,60,62,63,44,45,44,6,9,10,12.0,6.0
Jan Thielmann,178,72,"['Delantero', 'Mediocampista']",72,Right,3,65,69,60,69,62,71,67,44,65,74,84,79,76,73,79,73,74,77,58,69,69,51,67,68,65,62,44,39,41,15,7,13,11.0,14.0
Berkay Özcan,178,72,"['Delantero', 'Mediocampista']",72,Right,3,67,64,43,75,53,75,73,62,73,76,72,68,74,70,75,68,62,74,69,65,59,60,68,74,58,72,54,58,47,11,12,11,13.0,13.0
Agustín José Urzi,169,71,"['Delantero', 'Mediocampista']",72,Left,3,74,59,42,62,59,76,59,55,53,72,85,85,77,62,78,68,60,80,54,68,49,31,65,70,55,62,44,31,32,9,9,9,10.0,14.0
Sergio Antônio Soler de Oliveira Júnior,180,84,"['Delantero', 'Mediocampista']",72,Left,4,66,73,64,76,65,72,73,71,73,73,63,75,72,70,66,76,78,78,84,75,61,49,75,73,70,71,34,54,48,14,8,14,6.0,6.0
João Carlos Vilaça Teixeira,179,80,"['Delantero', 'Mediocampista']",72,Right,4,64,64,46,73,46,74,60,56,70,73,72,70,79,69,74,71,63,69,62,68,42,24,70,74,56,68,43,35,31,14,16,14,15.0,16.0
João Pedro Gomes Camacho,174,74,"['Delantero', 'Mediocampista']",72,Right,3,71,67,43,69,59,74,75,63,59,73,79,78,82,71,80,76,57,74,51,74,62,26,68,64,67,76,33,35,29,16,12,13,13.0,15.0
André Filipe Cunha Vidigal,176,67,"['Delantero', 'Mediocampista']",72,Right,4,67,69,45,64,67,76,68,46,57,74,87,84,89,69,78,72,61,73,48,58,70,23,70,64,55,69,31,23,17,7,13,10,10.0,13.0
Valentino Lazaro,181,76,"['Mediocampista', 'Defensor']",72,Right,3,72,68,49,75,68,73,77,69,72,73,78,70,80,75,77,69,68,67,66,70,65,67,75,72,67,76,64,65,65,8,13,11,8.0,8.0
안현범 安铉范 Hyun-Beom Ahn,179,72,"['Defensor', 'Mediocampista']",72,Right,4,67,64,48,65,57,71,68,62,58,66,89,90,85,71,72,64,76,90,74,58,57,65,72,63,67,69,58,68,62,9,8,13,16.0,12.0
Juan Carlos Portillo,182,75,"['Mediocampista', 'Defensor']",72,Right,4,59,55,64,71,47,67,43,41,70,68,82,77,76,63,80,65,82,82,75,57,83,68,57,66,49,55,70,70,68,14,5,14,7.0,5.0
Virgil Roy Misidjan,173,70,"['Delantero', 'Mediocampista']",72,Right,4,65,67,44,67,65,75,73,65,56,75,83,81,85,67,84,73,62,67,55,71,53,32,70,67,56,67,29,28,26,12,7,8,10.0,7.0
Charalampos Lykogiannis,190,87,"['Mediocampista', 'Defensor']",72,Left,3,69,62,52,70,55,69,71,73,67,72,74,87,48,66,51,84,76,69,81,74,56,70,63,58,58,64,67,72,69,9,7,10,14.0,12.0
Antonio Eromonsele Nordby Nusa,180,72,"['Delantero', 'Mediocampista']",72,Right,4,67,61,45,65,59,80,72,58,58,78,90,87,90,60,87,72,68,59,59,65,57,32,62,67,54,68,37,47,53,12,14,14,9.0,10.0
Jimmy Cabot,164,64,"['Mediocampista', 'Defensor']",72,Right,3,72,70,55,72,54,75,60,51,63,73,85,84,87,74,92,65,68,70,50,66,62,64,68,59,53,72,62,64,62,14,12,8,14.0,14.0
Matías Ezequiel Vargas Martín,168,66,"['Delantero', 'Mediocampista']",72,Right,2,68,66,45,70,61,76,74,73,65,68,81,85,86,68,86,73,69,83,68,67,64,40,71,70,68,75,41,39,32,10,13,14,10.0,7.0
Alberth Josué Elis Martínez,185,82,"['Delantero', 'Mediocampista']",72,Right,4,61,72,68,65,65,72,63,57,58,71,88,87,83,70,66,70,85,80,75,65,71,33,72,69,64,69,27,21,25,9,7,6,10.0,9.0
Antonio Palumbo,182,76,"['Delantero', 'Mediocampista']",72,Left,3,58,63,54,76,42,71,60,66,72,74,71,64,75,70,71,58,73,82,77,67,54,63,66,74,55,63,53,60,56,10,16,13,14.0,8.0
Robin Lod,181,82,"['Delantero', 'Mediocampista']",72,Left,4,65,70,61,73,67,72,72,66,70,75,74,73,74,67,72,72,69,73,75,68,58,54,70,74,64,68,64,55,50,7,13,8,15.0,10.0
Jin-Sub Park,184,80,"['Mediocampista', 'Defensor']",72,Right,3,48,47,72,64,45,61,42,43,70,69,65,70,58,64,56,66,84,84,86,58,74,68,57,60,49,56,72,72,66,8,10,6,5.0,15.0
Filippo Terracciano,181,68,"['Mediocampista', 'Defensor']",72,Right,4,75,56,61,72,54,73,73,65,67,71,83,80,72,62,68,69,77,76,67,65,61,66,57,67,57,54,64,71,68,11,12,8,12.0,13.0
Emiliano Ariel Rigoni,180,70,"['Delantero', 'Mediocampista']",72,Left,5,69,66,64,68,69,74,77,77,65,74,79,80,78,66,68,68,73,67,58,71,54,33,67,66,63,68,50,41,55,16,6,10,8.0,16.0
Luca Garritano,172,67,"['Delantero', 'Mediocampista']",72,Right,3,66,68,54,71,64,70,68,66,64,72,87,80,89,72,90,67,67,81,50,67,53,56,70,72,67,70,58,54,48,13,14,9,8.0,14.0
Tony Josimar Mutto Abrão,183,80,"['Mediocampista', 'Defensor']",72,Right,3,67,45,66,72,51,61,53,45,71,67,66,71,71,67,58,48,75,73,75,46,65,66,59,51,61,63,71,73,72,8,8,7,12.0,8.0
Francisco Sampaio Moura,182,80,"['Mediocampista', 'Defensor']",72,Left,2,74,60,54,69,34,72,70,60,67,72,74,71,70,70,69,59,68,66,66,43,71,69,67,66,50,73,69,73,69,15,10,6,5.0,14.0
Tommaso Augello,180,70,"['Mediocampista', 'Defensor']",72,Left,2,78,48,59,68,61,70,74,54,62,72,73,78,76,67,77,64,65,78,54,52,62,69,65,61,48,69,66,69,67,10,15,10,5.0,11.0
Miguel Ângelo Gomes Ferreira Magalhães,175,69,"['Mediocampista', 'Defensor']",72,Right,3,68,51,40,65,50,65,61,53,61,70,78,81,75,70,73,60,50,72,44,58,55,69,55,64,52,57,70,70,70,13,9,7,6.0,11.0
José Corpas Serna,178,72,"['Defensor', 'Mediocampista']",72,Right,3,73,70,46,71,50,71,65,69,67,72,89,89,89,60,69,68,69,73,61,60,47,21,61,64,74,60,50,29,34,15,14,6,7.0,11.0
Sonny Kittel,179,76,"['Delantero', 'Mediocampista']",72,Right,5,74,68,43,72,65,74,74,75,71,74,78,57,85,67,82,76,57,71,53,75,39,37,70,73,64,64,38,24,20,11,14,7,16.0,14.0
Mile Škorić,189,80,"['Mediocampista', 'Defensor']",72,Right,2,40,47,72,60,31,42,25,26,58,55,52,58,43,68,46,46,79,60,85,26,71,72,30,45,58,55,76,71,68,8,14,11,12.0,8.0
Keita Baldé Diao,184,77,"['Delantero', 'Mediocampista']",72,Right,3,73,70,70,70,72,72,69,58,64,71,86,85,77,68,66,75,85,69,73,69,62,31,71,70,60,70,17,29,28,12,8,13,8.0,15.0
Hamza Choudhury,178,64,"['Mediocampista', 'Defensor']",72,Right,3,61,45,64,74,49,64,58,54,66,68,65,65,74,64,71,68,71,69,70,45,88,74,56,59,45,69,73,73,76,9,14,8,10.0,11.0
